open,high,low,close,volume,trade_count,vwap,sma5,sma50,sma100,ema20,rsi14,macd,upperBB,lowerBB,ATR14,momentum,deviation,zscore,target
268.815,270.49,265.73,267.46,45018260.0,705791.0,267.823388,272.308,256.51800000000003,237.8346,267.43711442309285,46.51268115942022,-0.7282156053642268,277.43498404670413,259.6990159532959,5.487500000000003,58.67999999999998,10.94199999999995,-0.24966215414234064,0
269.99,270.71,265.32,267.44,45677278.0,706583.0,267.729563,270.746,257.1798,238.4982,267.4373892399411,44.71962616822429,-1.0109189449106681,277.26242581041805,260.33857418958195,5.5653571428571444,60.579999999999984,10.260199999999998,-0.32155800712055327,1
265.525,272.21,265.5,268.56,40424492.0,626377.0,269.350428,269.764,258.0152,239.13209999999998,267.5443045504229,43.1796349663785,-1.1096239577458258,276.2332046462114,262.3787953537886,5.6403571428571455,66.47,10.54480000000001,-0.21538269420349213,0
270.83,275.43,265.92,266.25,45823568.0,756494.0,269.604333,268.424,258.73960000000005,239.7164,267.42103745038264,40.678733031674156,-1.3041936336042355,275.0772606652553,264.2017393347447,5.736785714285718,64.88999999999999,7.510399999999947,-1.246652881086611,1
265.95,273.33,265.67,271.49,59030832.0,794102.0,270.477701,268.23999999999995,259.488,240.30689999999998,267.80855769320334,54.688700999231365,-1.0638538761932352,274.512398252249,265.63360174775096,5.955357142857143,76.22,12.00200000000001,0.6383748064423711,1
270.9,277.0,270.9,275.92,65585796.0,755844.0,275.340659,269.93199999999996,260.2724,240.93060000000003,268.5810760081364,59.97963340122202,-0.6127878883438598,275.5312104252717,265.3257895747283,6.114571428571431,75.71000000000001,15.647600000000011,2.1523855137076886,1
275.27,280.38,275.25,276.97,46914220.0,667295.0,278.139723,271.838,261.0488,241.60080000000002,269.3800211502186,61.229858599145096,-0.26759544228739296,276.65349881326847,265.0005011867315,6.140285714285718,76.55000000000004,15.921199999999999,2.1086419810163926,1
276.96,279.53,276.63,277.55,33431423.0,538937.0,278.051861,273.6360000000001,261.82,242.27620000000002,270.1581143740073,62.70411495754416,-0.03624243739343935,277.7423488286999,264.6966511713002,5.953857142857146,77.60000000000002,15.730000000000018,1.941023061011756,1
277.26,279.0,275.9865,278.85,20135620.0,369623.0,277.611028,276.15600000000006,262.63939999999997,242.95329999999998,270.9859130050542,66.94970607446112,0.15766162620163904,278.95503312786724,264.22896687213273,5.77482142857143,78.00000000000003,16.210600000000056,1.971470146597682,1
278.01,283.42,276.14,283.1,46587722.0,644276.0,280.928412,278.47799999999995,263.3914,243.6602,272.1396355760014,70.15629607785314,0.5058314129965495,281.176958908777,263.280041091223,5.8466071428571444,81.40000000000003,19.708600000000047,2.429803860268462,1
283.0,287.4,282.6301,286.19,53669532.0,682387.0,285.620557,280.53200000000004,263.9936,244.41049999999998,273.47776552114414,67.54329698524694,0.8572589487844704,283.8508195126987,262.32018048730134,5.72445714285714,82.91999999999999,22.196399999999983,2.434577066577917,0
286.2,288.62,283.3,284.15,43538687.0,626171.0,285.633825,281.968,264.58799999999997,245.16580000000002,274.49416880484466,66.98473282442737,0.8629674844611097,285.5220292992992,262.0599707007008,5.816599999999994,81.32999999999998,19.562000000000012,1.7660854364448317,0
284.095,284.73,278.59,280.7,43989056.0,622885.0,280.733101,282.59799999999996,265.1558,245.8817,275.0852003472404,61.27436718068083,0.5597370142445701,286.3059207669713,262.3320792330287,5.925957142857137,80.07,15.54419999999999,1.0646604118018608,0
280.54,281.14,278.05,278.78,47265845.0,551753.0,279.205908,282.584,265.594,246.5679,275.4370860284556,58.90909090909082,0.1751306743530403,286.7137379413658,262.82526205863417,5.69238571428571,74.85999999999999,13.185999999999979,0.6715371913532683,0
